CO,PT08.S1,PT08.S2,PT08.S3,PT08.S4,PT08.S5,T,RH,AH
1.8,1096,1017,722,1743,1204,21.4,48,1.2086
2.3,1173,1130,648,1885,1401,23.2,43.9,1.2344
1.9,1125,1016,712,1725,1256,25.3,40.7,1.2921
1.7,1079,976,781,1669,999,29.9,31.1,1.2883
1.3,974,930,872,1536,712,33.9,21.3,1.1067
1.5,977,973,865,1550,712,36.3,16,0.9465
1.3,912,873,946,1436,614,36.6,15.2,0.9177
0.8,896,817,992,1426,554,37.4,15.8,0.9998
0.8,896,822,1002,1391,722,37.9,15,0.9721
1.1,956,862,930,1479,636,38,16.8,1.0933
1.2,970,900,909,1524,664,36.9,17.5,1.0789
1.2,929,869,942,1454,624,35.3,17,0.9561
1.4,947,926,905,1484,659,31.9,20.4,0.9462
1.1,1003,880,864,1537,695,29.1,29.6,1.1792
1.5,1045,940,822,1658,920,27.4,33.4,1.2022
2,1125,1035,728,1726,1150,26.7,35.8,1.2318
1.9,1138,985,742,1710,1141,25.2,42.7,1.3473
2.2,1217,1060,660,1840,1227,24,51.9,1.5252
1.1,983,831,847,1585,887,24.5,44.4,1.3476
1.1,1007,864,816,1639,987,22.6,51,1.3805
0.6,914,725,949,1550,780,21.2,56.8,1.4094
0.6,886,702,971,1528,767,20.3,59.6,1.3994
0.6,899,708,972,1559,780,21.3,56.7,1.4178
0.6,942,723,968,1573,698,23,54.6,1.5177
1.1,1022,817,835,1669,821,23.7,54.3,1.5731
1,1009,810,859,1634,772,25.4,49.3,1.5732
1,1025,809,877,1606,690,29.6,37.7,1.544
1,977,783,939,1543,586,33.9,26.2,1.3664
0.8,936,757,1007,1459,523,35.8,22.4,1.2933
0.7,884,703,1076,1394,488,37.9,18.8,1.222
0.4,809,664,1185,1270,427,38.5,14.8,0.9942
0.5,852,718,1109,1307,468,39.3,14.5,1.0149
0.6,872,708,1106,1331,489,38.9,15.6,1.0613
0.7,839,752,1102,1298,515,37.9,12.7,0.8211
0.9,854,788,1064,1310,562,35.8,13.4,0.7749
1.6,971,942,900,1541,776,32.3,19.7,0.9345
1.6,985,944,866,1541,833,30.1,23.5,0.9869
1.7,1027,981,817,1631,1023,28.2,28.7,1.0806
1.3,1012,876,853,1580,967,26,35.7,1.1842
1.9,1086,973,766,1656,1089,25.3,39.2,1.2452
1.5,1025,939,790,1635,1103,24.7,38.7,1.1845
0.6,848,692,1034,1412,734,25.5,35.7,1.1499
0.4,839,652,1075,1405,671,22.5,43.2,1.1589
0.96667,816,624,1073,1422,729,19.7,51.4,1.1688
0.4,799,613,1120,1387,641,21.6,45.7,1.1665
0.7,879,792,906,1521,825,21.1,47.3,1.1654
2,1104,1125,697,1815,1179,21.6,44.1,1.1269
3.9,1344,1496,519,2311,1651,23.7,37.9,1.0988
3.6,1226,1272,632,1901,1474,26,30.1,0.9953
3.2,1157,1176,691,1779,1370,30.6,23.2,1.001
2.2,1059,1060,798,1638,1141,34.1,19.1,1.0048
2.2,1076,1057,778,1633,1076,36.2,18,1.0636
2.1,1066,1041,783,1641,1036,37.4,17.3,1.0914
1.8,1049,994,813,1580,881,39.5,15.6,1.102
2,1097,1074,776,1671,960,40.4,14.9,1.1033
1.8,1087,1018,791,1624,883,40.1,16.1,1.1699
3,1269,1269,633,1942,1221,39.3,18.9,1.3251
4.3,1328,1405,584,2072,1518,37.3,19.9,1.2437
3.5,1200,1270,654,1906,1264,33.6,22.9,1.1747
2.5,1098,1105,732,1768,1061,30.7,28.9,1.2501
1.8,1058,1004,776,1684,947,28.8,32.8,1.2776
1.9,1081,1025,738,1757,1059,27.3,36.8,1.3207
1.9,1062,962,776,1674,1030,26.2,39.7,1.3249
1.9,1078,971,752,1694,1065,25.4,43,1.37
0.9,917,761,931,1497,893,25.8,41,1.3461
0.7,881,718,965,1510,837,23.3,48.4,1.3677
0.4,829,602,1123,1410,596,23.5,46.7,1.3361
0.7,913,743,931,1540,884,21.8,52.3,1.3539
1.6,1077,985,742,1780,1170,21.8,52.5,1.3529
3.8,1337,1386,565,2196,1596,22.9,49.1,1.3546
5.1,1467,1575,472,2460,1873,24.9,43.3,1.3422
3.4,1257,1227,611,1954,1608,26.7,39.4,1.3556
2.6,1227,1125,675,1835,1470,30.5,32.9,1.4135
2.2,1188,1108,693,1818,1275,34.2,27.2,1.4404
3.4,1301,1276,631,1953,1407,38.2,20.9,1.3701
3.4,1201,1278,657,1892,1302,39.6,16.9,1.2028
1.8,1058,1026,794,1622,931,39.9,15.8,1.141
2,1037,1075,789,1604,917,40.2,13.9,1.02
2.4,1055,1157,762,1674,985,39.6,13.2,0.9332
3.8,1179,1364,661,1845,1265,39.5,12.6,0.8894
4.4,1298,1430,632,1946,2475,37.9,13.9,0.9015
3.9,1213,1327,654,1864,2021,34.2,17.9,0.9444
4,1233,1398,613,1975,1834,32.6,20.6,0.9939
2.5,1086,1145,737,1717,1426,30.4,23.2,0.9889
2.1,1056,1078,765,1668,1272,28.8,25.1,0.9793
2.4,1138,1128,681,1737,1490,27.8,29.9,1.1018
2.1,1112,1128,675,1771,1440,26.9,32.6,1.1381
1.6,992,948,773,1609,1271,26.3,33.7,1.1377
0.8,895,767,931,1463,985,25.7,33.9,1.1065
0.4,828,626,1073,1362,754,25.5,34.6,1.1096
0.5,894,709,997,1432,853,24,37.8,1.1077
1.3,1072,976,740,1673,1340,23.9,39.3,1.1522
4.1,1425,1486,512,2305,1869,24.8,38.4,1.1808
4.1,1428,1500,496,2275,2021,26.9,34.4,1.2036
4,1359,1415,572,2081,1902,29.6,28.7,1.1706
2.2,1182,1122,730,1707,1527,34.6,21.1,1.1398
2,1117,1045,761,1623,1260,38.3,17,1.1216
2,1119,1088,741,1640,1124,40.4,14.5,1.0736
2.2,1068,1152,739,1683,1309,42.6,9.6,0.8012
2.2,1090,1120,743,1629,1283,42.5,10.2,0.8478
1.8,1056,1024,792,1555,1068,41,11.6,0.8872
1.8,1098,1007,799,1546,937,41.3,13,1.0154
3.3,1318,1339,635,1925,1416,39.2,14.5,1.0106
4.3,1348,1347,599,1903,1611,36.9,17.9,1.096
5.3,1502,1546,538,2199,1919,35.6,20.4,1.1646
4.3,1373,1364,597,2005,1745,33.7,22.6,1.1658
3.6,1397,1346,580,2017,1837,31.5,27.8,1.2671
2.4,1286,1214,620,1880,1759,31.1,29.3,1.3055
2.1,1222,1161,661,1827,1593,30.2,30.9,1.3026
1.2,1069,983,749,1627,1357,29.8,30.2,1.2502
0.9,1011,864,809,1532,1231,28.4,32.5,1.2361
0.6,962,803,853,1507,1066,27.5,34,1.231
0.86667,969,769,866,1485,1063,24.5,40.4,1.2251
0.6,986,784,839,1503,1204,25.6,38.8,1.2545
0.6,990,821,848,1511,1079,27.5,34.6,1.2518
2.2,1296,1208,603,1914,1593,25.9,37.4,1.2289
3.2,1371,1384,545,2082,1745,28.5,32.5,1.2441
3,1385,1240,596,1919,1847,29.5,32.7,1.3229
2.7,1381,1227,595,1903,1845,29.8,33.1,1.3693
3.2,1396,1306,587,1934,1886,33.4,26.8,1.3586
1.4,1070,1000,801,1538,1039,40.3,15.8,1.1604
1.3,1076,972,819,1525,923,41.8,15,1.1989
1.4,1126,1004,788,1609,926,41.1,15.7,1.2071
2.1,1225,1196,673,1775,1277,41.9,14.8,1.1944
2.4,1202,1206,671,1807,1301,40.9,14.6,1.114
3.1,1308,1310,628,1891,1385,39.1,16.9,1.1705
3.5,1440,1281,580,2021,1474,36.4,27.3,1.6308
5.1,1611,1552,487,2371,1948,34.9,29.3,1.611
4.5,1387,1419,559,2113,1677,33.6,26.4,1.3515
2.9,1268,1206,648,1900,1434,32.2,27.6,1.3044
2.6,1237,1175,660,1834,1424,30.5,29.7,1.2742
2.7,1302,1198,628,1934,1504,29.4,35.6,1.4383
3.2,1347,1282,575,1996,1661,29.1,34.8,1.38
2.3,1355,1198,564,1905,1714,27.7,41.9,1.537
1,1023,822,823,1585,1050,27.9,41.6,1.5425
0.4,876,605,1144,1432,456,27.4,42.2,1.5177
0.6,932,707,1011,1509,554,26.6,42.8,1.4713
1,1020,866,847,1636,744,26.9,40.3,1.4041
2.9,1264,1241,609,1989,1280,27,37.3,1.3081
2.7,1179,1153,654,1877,1096,27,35.3,1.2396
1.8,1079,966,785,1640,927,27.4,32,1.1545
1.8,1036,955,829,1527,840,30.5,24.7,1.0592
1.7,1002,964,828,1546,786,32.9,20.1,0.9902
1.5,995,959,856,1544,690,33.9,18.4,0.9587
1.7,1008,962,845,1545,742,34.4,19.3,1.0325
1.3,978,962,846,1527,680,34.2,19.6,1.0399
1.5,989,990,822,1577,705,33.2,20.4,1.0195
1.5,961,985,845,1554,677,32.4,19.1,0.915
2.3,1009,1116,779,1602,877,32.2,17.1,0.8124
2.2,970,1117,786,1579,844,31,17.1,0.7526
2.8,1097,1199,699,1738,1006,28.3,24.9,0.9412
2.7,1065,1105,723,1672,987,26.6,30.2,1.033
1.7,1036,986,776,1614,868,24.8,36.8,1.1357
1.5,1049,958,794,1648,861,23.7,43.4,1.2495
2.3,1147,1043,727,1719,1042,23,46.2,1.2815
2.3,1118,1082,694,1792,1080,22.7,47.7,1.2977
1.5,1016,963,776,1661,811,22.2,49.5,1.3081
1,940,845,845,1539,704,21.6,51.9,1.3254
0.3,831,626,1126,1406,484,22.4,49.7,1.3333
0.4,877,711,1018,1475,580,21.7,52,1.3313
0.5,872,725,976,1471,668,21.1,53.2,1.3181
0.9,958,805,886,1551,835,22,51,1.3296
1.1,959,848,859,1572,739,25,41.6,1.301
1.4,997,933,799,1612,763,26.7,36.4,1.2596
1.1,916,843,891,1511,614,29.1,29.7,1.1751
0.9,895,831,946,1473,566,31.2,23.4,1.0487
0.8,855,812,982,1416,508,32.4,20.5,0.9806
0.8,861,811,997,1409,509,33.3,19.2,0.9634
0.6,821,766,1071,1323,457,33.1,16.8,0.8391
0.6,835,731,1108,1323,438,33.1,18.3,0.9081
0.5,813,732,1118,1303,427,32.4,18,0.8599
0.7,833,786,1064,1328,453,31.8,18.7,0.8624
0.8,859,803,1032,1363,479,30.3,21.4,0.9064
0.9,887,778,978,1387,500,27.2,28.2,1.0013
1.3,970,900,856,1559,647,26.1,33.7,1.1228
1.3,990,866,866,1551,728,24.7,38.8,1.1929
1.4,1022,899,846,1588,820,23.4,43.2,1.229
1.9,1075,993,781,1682,946,23.1,44.2,1.2317
2.3,1088,1035,751,1713,1018,22.7,45.3,1.2299
1,925,831,880,1513,789,21.6,47.5,1.2118
0.5,853,716,994,1423,647,22,45.8,1.1965
0.4,796,636,1092,1387,576,20.6,50.3,1.2041
0.3,796,628,1136,1385,555,20.6,50.6,1.2119
0.2,795,606,1152,1369,552,21.3,48.8,1.2189
0.4,842,656,1080,1427,620,20.4,52.6,1.247
0.3,850,659,1077,1402,557,23.5,44,1.2596
0.6,884,709,1027,1442,556,25.7,37.9,1.2334
0.6,907,741,983,1486,573,27.9,33.6,1.2433
0.6,846,703,1034,1380,514,29,28.3,1.1116
0.5,827,697,1070,1371,478,29.5,25.9,1.0489
0.4,804,636,1185,1321,424,31.8,22.3,1.0366
0.2,775,619,1254,1272,386,32.2,20,0.9488
0.4,802,651,1206,1282,403,32.4,19.3,0.922
0.6,844,751,1064,1327,462,33,17.7,0.8758
0.9,881,765,1029,1359,489,32,19.8,0.9273
0.7,877,736,1077,1347,463,29.6,24.1,0.9831
1.2,931,885,892,1467,585,26.9,27.1,0.948
1.6,1011,967,818,1565,748,25.3,30.9,0.9815
1.8,1035,1015,757,1651,940,24.2,35.9,1.0684
2.4,1153,1042,733,1700,1022,23.2,43.2,1.2104
1.5,1020,929,805,1615,929,22.7,43.9,1.1962
0.9,954,879,837,1550,834,21.6,44,1.1244
0.8,903,800,911,1478,751,20.7,46.4,1.1198
0.2,779,581,1204,1323,505,21.2,46.2,1.1482
0.96667,780,568,1200,1331,501,19.9,51.3,1.1803
0.5,835,672,1053,1423,628,20,51.8,1.1967
1.4,1004,955,758,1671,1043,18.5,57.4,1.2076
3.3,1272,1328,567,2085,1463,19.6,54.3,1.2278
3.6,1173,1217,625,1945,1358,21.3,49.7,1.2452
1.7,986,922,820,1586,971,21.7,46.3,1.1867
1.5,942,849,907,1496,894,23.4,39.4,1.1172
1.6,957,875,891,1525,871,25.7,33,1.0763
2.1,1024,1052,779,1690,952,28.5,27.3,1.0479
2.1,962,963,835,1592,843,27,27.9,0.9812
1.6,958,873,868,1550,750,24.2,36.9,1.0966
1.3,933,831,888,1514,710,26,34.9,1.1509
1.6,942,912,842,1551,814,24.8,33.1,1.0222
3.1,1073,1117,693,1762,1052,24,36.3,1.0708
3.3,1086,1159,686,1782,1060,23.6,35.5,1.0187
3.4,1091,1161,682,1797,1153,23.6,35.7,1.0282
2.8,980,1009,786,1625,986,23.3,34.5,0.9768
1.5,904,877,890,1488,781,22.5,36.8,0.988
1.3,865,773,991,1414,653,21.3,38.7,0.9686
1.6,898,863,911,1493,777,20.9,39.4,0.9596
1.5,945,883,837,1563,1015,19.8,47.7,1.093
1,854,764,932,1476,922,19.3,51.4,1.1387
0.5,751,587,1165,1353,678,18.4,53.4,1.117
0.6,754,620,1102,1372,725,16.3,59.8,1.1042
0.7,758,670,1070,1365,688,16.6,56.8,1.0629
1.3,873,871,871,1528,887,16.2,57.4,1.0515
4,1176,1398,567,2120,1494,17.3,54.3,1.0631
5,1257,1495,524,2245,1647,19.2,48.8,1.0751
3.6,1137,1200,648,1821,1489,21.7,42.4,1.0859
2.8,1064,1126,711,1656,1361,26.4,29.9,1.0138
2.6,1026,1094,769,1629,1224,31.3,19.1,0.8634
2.7,986,1133,773,1619,1174,33.7,15.4,0.7913
2.3,908,1031,857,1469,901,34.5,13.3,0.7158
2,888,1007,870,1448,794,33.8,13.9,0.7172
1.3,843,830,995,1339,577,30.1,19.4,0.8157
1.7,905,931,876,1460,776,28.3,21.3,0.8054
2.8,1023,1127,760,1635,982,31.9,18.3,0.8523
3.8,1125,1279,662,1840,1256,32,20.1,0.9364
4.9,1211,1483,586,2092,1483,28.9,24.1,0.9495
4.3,1140,1289,634,1884,1390,27.3,27.1,0.967
2.6,1029,1105,737,1666,1195,26,28.5,0.9484
2.4,981,1054,768,1592,1135,25.2,28.6,0.9008
1.9,971,1014,788,1585,1115,24.3,31.1,0.9316
1.4,927,930,840,1522,1026,23.6,33.8,0.9685
1.1,868,846,925,1448,836,23,33.8,0.9406
0.9,863,824,905,1469,925,22.2,38.4,1.0126
0.5,777,645,1076,1334,781,20.5,42.3,1.0091
0.8,855,762,942,1444,959,18.8,49,1.0505
1.3,960,973,769,1616,1155,18.8,49.4,1.0624
4.7,1310,1492,527,2194,1686,19.9,46.5,1.071
4.6,1339,1561,498,2357,1791,22.1,41.7,1.098
3.7,1211,1290,606,1913,1643,24,36.4,1.0706
2.8,1068,1171,711,1717,1360,30.2,22.8,0.9616
1.8,932,1026,851,1523,944,33.4,17.1,0.8627
1.9,949,1069,819,1547,905,35.1,15,0.8381
2,944,1045,829,1525,884,34.1,16,0.8408
2,966,1131,800,1612,968,35.7,13.6,0.7836
2.1,940,1063,848,1539,929,35.3,13.8,0.7767
2.1,934,1041,865,1496,936,32.3,16.7,0.7946
3.2,1052,1252,739,1729,1107,36,13.3,0.7773
4,1109,1374,676,1795,1225,35.8,13.7,0.7868
4.6,1169,1430,636,1901,1372,32.3,18.4,0.8753
3,1093,1163,717,1705,1139,29.7,25,1.0246
2.9,1084,1200,686,1753,1505,27.8,26.6,0.9748
1.9,970,1023,787,1552,1074,26.3,27.3,0.9238
1.4,951,939,849,1488,868,25.3,30,0.9508
2.1,1038,1053,744,1631,1095,24,34.9,1.0271
1.2,950,937,802,1566,989,23.4,38.6,1.0968
0.6,831,695,1033,1355,658,23.5,38.3,1.0972
0.86667,797,621,1105,1303,562,21.6,44,1.1225
0.4,824,660,1033,1342,618,21.4,45.6,1.1493
0.7,879,796,912,1454,747,21.1,47.1,1.1641
2.3,1132,1166,652,1827,1229,21.3,48.4,1.2119
4,1291,1434,526,2239,1494,22.9,47.9,1.3208
2.8,1193,1160,630,1927,1281,24.4,45.5,1.3721
1.6,1057,914,796,1665,954,27.6,38,1.3818
1.6,1027,899,822,1563,810,31.1,29.6,1.318
2,1084,1052,736,1677,882,33.4,24.7,1.2516
2,1032,1071,742,1619,840,35.7,18.9,1.0865
1.7,977,998,810,1554,743,36.2,18.1,1.0724
2,1039,1069,773,1646,880,37.1,17.7,1.094
2.2,1056,1127,734,1694,928,36.5,18.1,1.0887
3.2,1164,1306,648,1886,1218,35.5,19.1,1.0888
3.6,1124,1309,655,1845,1170,33.7,20,1.0275
3.8,1152,1355,628,1879,1620,30.5,22.7,0.9763
4.8,1223,1399,592,1940,1508,28.7,26.2,1.0144
2.8,1058,1139,696,1699,1318,26.7,28.9,0.9981
2.6,1049,1152,693,1730,1189,25.7,31.6,1.0285
1.9,1010,1006,779,1589,1000,24.5,35.7,1.0807
1.7,981,985,779,1572,1020,24.3,36.3,1.0852
1,886,834,904,1440,767,23.8,36.9,1.0748
0.7,821,706,1021,1360,674,23.7,37.3,1.076
0.4,771,593,1155,1291,545,21.6,42.2,1.0762
0.6,819,677,1048,1379,685,20.3,46.8,1.1
0.7,836,747,961,1384,702,20.7,45.9,1.1088
2.4,1114,1174,667,1819,1188,20.5,47.7,1.1419
4.4,1319,1470,520,2276,1589,22.4,46.6,1.247
3.1,1211,1143,632,1860,1331,24.2,48.5,1.4452
2,1051,950,802,1593,1040,28.8,33,1.2825
2.1,1108,1049,749,1701,1137,32.8,25.2,1.2325
2.1,1014,1012,795,1548,851,34.4,19.9,1.0647
2.1,1003,1047,769,1578,782,36.5,16.7,1.0045
2.2,1021,1092,764,1606,908,37.5,14.3,0.9099
1.6,986,937,833,1473,806,38,15.5,1.0119
2.4,1098,1084,754,1648,985,38.1,16.5,1.0828
3.3,1157,1245,665,1782,1211,37.3,17.3,1.084
4,1190,1395,606,1914,1411,35.9,17.7,1.0316
4.1,1183,1341,628,1881,1395,32.4,21.5,1.0303
4.2,1231,1341,626,1937,1578,30.3,25.6,1.0879
2.9,1102,1195,690,1762,1325,28.5,27.8,1.0665
2.3,1041,1060,748,1629,1185,26.9,30.5,1.0671
2.2,1090,1103,695,1686,1235,25.7,33.5,1.0918
2.1,1074,1078,685,1673,1317,24.7,36.9,1.1302
1.6,977,956,765,1581,1114,23.6,39.2,1.1306
1.2,949,910,816,1552,1015,22.2,43,1.1363
0.9,863,746,919,1415,961,21.3,45.9,1.1471
0.6,834,689,988,1367,796,21.6,45,1.151
0.7,865,764,917,1430,826,21.3,46.5,1.1608
1.3,974,908,793,1546,1057,21.1,46.9,1.1585
2,1079,1004,713,1628,1302,22.8,43,1.1731
1.9,1084,990,734,1633,1284,25,38.3,1.198
2.2,1107,1080,714,1675,1348,30.9,26.9,1.1835
1.9,1040,1015,775,1543,1025,35.1,19.2,1.0664
1.5,1019,913,840,1428,759,36.9,17.2,1.0576
1.4,1003,907,862,1427,680,39.3,13.9,0.9715
1,925,772,1001,1308,516,40.3,12.6,0.9302
1,910,743,1039,1282,500,39.7,13.5,0.965
1.4,1012,868,884,1435,700,41.1,13.1,1.0124
1.6,1100,954,809,1512,1360,40.1,14.9,1.0828
1.6,1046,901,849,1464,722,37.4,17,1.0757
2.1,1083,1003,787,1524,842,34,19.2,1.0073
2,1050,962,810,1496,879,31.7,21.6,0.9959
1.9,1050,927,830,1475,836,29.7,24.2,0.9926
2.3,1142,1035,746,1611,1062,27.9,27.6,1.0252
2.4,1165,1043,717,1644,1188,26.8,29.9,1.0402
2.2,1136,995,727,1591,1236,25.8,33,1.0826
1.2,986,790,869,1422,853,26.3,33.1,1.1199
1.1,971,790,871,1447,875,24.3,38.1,1.1398
1.26667,882,648,1023,1338,666,23.3,39.5,1.1176
0.6,900,674,974,1355,679,21.1,45.6,1.1246
0.7,935,716,915,1415,877,20.2,48.5,1.1319
0.4,939,718,927,1395,826,21.3,45.5,1.1405
0.6,982,750,893,1417,881,22.6,31,0.8372
0.9,1088,862,786,1519,1110,25.7,34.8,1.1292
0.9,1065,872,831,1481,927,31.6,23.8,1.0842
0.8,1016,868,889,1407,665,36.3,16.3,0.9727
0.4,930,723,1035,1263,474,37.9,15,0.9728
0.3,928,716,1060,1252,459,39.4,13.7,0.9639
0.1,889,698,1132,1234,437,40.2,12.3,0.8983
0.5,966,802,968,1383,607,41.3,11.9,0.9252
0.4,973,792,977,1356,620,41.4,11.8,0.9282
0.3,950,754,1003,1325,551,40.1,13.6,0.9953
0.4,982,780,974,1374,532,37.6,16.4,1.0458
0.6,990,814,929,1399,578,33.9,20.3,1.0522
0.8,1017,873,874,1464,721,31.6,22.9,1.0469
1.2,1067,938,825,1520,912,29.7,24.8,1.016
1.6,1147,1040,745,1635,1155,29,27,1.063
1.2,1132,1014,728,1628,1279,27.9,30.4,1.1249
0.5,976,814,855,1448,1018,28,30.6,1.1396
0.3,920,730,944,1393,842,26.8,32.3,1.1235
0.1,879,642,1031,1343,740,26.6,33,1.1338
0.1,880,649,1022,1374,739,22.2,42.8,1.1317
0.3,925,717,936,1455,970,21.2,46.3,1.1501
0.8,1044,912,758,1604,1177,21.4,46.5,1.172
2.3,1279,1197,599,1906,1518,22.9,43,1.1826
3.4,1403,1443,508,2234,1811,25.2,38.6,1.2215
2.5,1282,1230,594,1924,1696,27.1,34.9,1.231
2.4,1262,1187,633,1842,1603,32.4,24.8,1.1886
2.1,1195,1153,678,1732,1370,36.8,18,1.0945
3.06667,1173,1127,709,1678,1194,39.1,16,1.11
1.9,1102,1007,777,1534,880,39.2,16.4,1.1439
1.66667,1076,982,799,1523,748,40.5,14.9,1.111
1.86667,1078,1012,777,1523,868,41.4,13.8,1.0786
1.86667,1100,1014,761,1533,959,40.5,14.9,1.114
2.96667,1234,1205,658,1781,1160,39.6,17,1.2064
4.2,1323,1316,586,1911,1453,37.7,19.8,1.2715
3.4,1263,1283,610,1863,1400,34.3,24.2,1.2857
2.8,1216,1136,658,1737,1265,31.7,28.1,1.2912
2.63333,1247,1127,664,1761,1366,30.2,30.8,1.3008
2.66667,1264,1177,628,1820,1593,29.4,33,1.3343
2.26667,1111,988,728,1619,1336,29.2,33.1,1.3202
1.8,1068,931,762,1576,1317,27.6,36.6,1.332
1.3,1015,850,802,1531,1173,27.2,36.9,1.3147
1,989,827,827,1513,1163,25.4,41,1.3079
0.9,952,717,879,1481,1164,23.4,47.4,1.3475
0.93333,981,747,856,1493,1090,25.1,44,1.3794
2,1138,974,683,1716,1338,23.9,46.5,1.3637
3.93333,1472,1424,499,2257,1808,24.8,43.2,1.3387
4.76667,1626,1713,412,2643,2176,27,38.7,1.361
4.26667,1480,1460,494,2238,2028,29.4,33.6,1.3526
3.56667,1367,1342,567,2002,1758,34.8,23.4,1.2781
2.8,1245,1181,645,1747,1350,38.1,18.5,1.2108
2.66667,1194,1083,685,1632,1060,38.9,18,1.2318
2.46667,1156,1096,713,1615,954,39.8,16,1.1444
1.83333,1107,1106,727,1615,1024,41.7,12.5,0.9941
2.2,1127,1117,714,1625,1092,42.8,12.3,1.0326
2.2,1083,994,771,1544,927,41.4,14.2,1.1128
3.1,1289,1225,632,1796,1274,41.3,15.5,1.21
3.56667,1209,1082,685,1662,978,38.3,19.4,1.2851
2.8,1221,1145,648,1753,1050,34.7,23.3,1.2653
3.33333,1255,1164,638,1793,1301,32.6,26.3,1.2754
2.26667,1163,1022,695,1644,1141,30.9,29,1.275
2.86667,1234,1126,644,1782,1252,30.1,30.2,1.2711
2.8,1240,1124,645,1799,1300,29,33.4,1.3149
2.43333,1128,978,733,1683,1193,28.3,36.8,1.3906
1.73333,1057,881,784,1574,1081,27.6,38.2,1.3911
1,1026,801,816,1545,1094,25.8,43.1,1.4113
0.9,917,635,1006,1421,727,26.3,40.9,1.3803
0.96667,1011,782,828,1562,1116,23.3,50.1,1.41
2.03333,1079,869,751,1634,1223,23.1,49.7,1.3863
3.76667,1322,1250,562,1999,1556,24.2,46.4,1.3834
3.73333,1526,1495,471,2405,1904,25.8,42.2,1.3774
4.3,1338,1207,576,1951,1697,28.1,37.3,1.3922
4.06667,1421,1354,545,2063,1854,33.9,26.8,1.397
3.1,1197,1209,656,1770,1306,38,17.2,1.1227
2.36667,1116,1063,736,1571,980,38.9,15.9,1.0896
2.16667,1115,1031,741,1561,870,40.4,15,1.1125
1.7,1018,880,865,1421,613,40.1,15.2,1.1065
2,1109,989,778,1537,819,42,14.2,1.1517
1.8,1105,984,767,1532,868,42.7,14.4,1.2092
2.56667,1128,1032,733,1576,876,41.6,14.5,1.1483
4.1,1301,1210,623,1813,1153,39.6,18.8,1.3413
3.8,1416,1339,544,1998,1492,36.1,25.5,1.4949
3.4,1301,1256,593,1914,1382,33.3,29.9,1.5079
2.9,1261,1158,628,1837,1303,31.2,33.2,1.4831
3.1,1295,1211,602,1917,1404,30.1,35.8,1.5034
3.5,1239,1129,637,1839,1308,28.9,39.1,1.537
2.4,1229,1103,627,1866,1320,27.8,43.3,1.5929
1.6,1125,963,713,1719,1179,26.9,46.1,1.608
1.3,1044,832,794,1580,1160,26.4,47.1,1.5947
1,1015,781,796,1595,1181,23.8,55.4,1.6073
0.8,954,715,867,1527,1010,24.9,50.6,1.5755
1.1,1032,826,781,1627,1075,25,49.2,1.5418
4.4,1518,1476,469,2388,1839,24.7,50.9,1.5593
5.13333,1602,1678,410,2662,2105,26.4,46.3,1.5722
3.86667,1362,1225,551,2003,1826,28.1,42,1.5735
3.3,1394,1294,555,2031,1834,34,29.9,1.5614
2.1,1205,1070,682,1735,1268,37.3,22.9,1.4373
2.1,1210,1118,658,1742,1422,40.1,19,1.3849
2,1138,1055,712,1624,1028,42,15.8,1.2759
1.5,1079,1019,749,1559,929,42.8,14.3,1.2003
2.1,1158,1126,693,1654,1150,44.3,13,1.183
2.3,1186,1151,680,1686,1235,44.6,12.6,1.1684
2.8,1261,1258,629,1813,1315,43.4,14.8,1.2882
3.6,1339,1352,569,1990,1469,40.6,18.2,1.368
4,1342,1377,567,2017,1515,37.1,21.3,1.3223
3.7,1317,1327,575,1996,1510,34.5,25.5,1.368
2.5,1210,1148,639,1849,1327,32.2,30.4,1.4433
2.3,1220,1105,643,1838,1318,30.4,35.4,1.5144
2.5,1276,1135,625,1887,1436,29.4,38.7,1.5581
2.7,1270,1189,592,1917,1608,28.6,38.7,1.4921
1.3,1053,933,743,1658,1257,27.7,40.5,1.4835
0.8,956,813,846,1544,1094,28,39.8,1.4803
0.5,912,706,891,1500,1022,25.6,45.8,1.4801
0.8,973,802,806,1597,1139,23.6,51.5,1.4852
1,1037,906,743,1707,1158,25.1,46.5,1.4615
2.9,1306,1299,519,2116,1602,24.5,48.3,1.4593
3.8,1367,1441,470,2283,1770,26.6,42.8,1.4675
3.5,1335,1340,519,2141,1651,29,37.6,1.4866
2.4,1250,1166,626,1925,1435,34.2,28.5,1.5071
1.8,1142,1021,712,1670,1159,37.3,22.9,1.4369
2.1,1168,1160,671,1784,1193,40.1,17.5,1.2721
2.1,1125,1137,691,1696,1094,42.2,14.6,1.192
1.5,1083,1066,725,1621,912,41.9,15.2,1.2173
1.5,1080,1059,733,1622,908,43.1,13.8,1.1803
1.8,1085,1091,723,1638,1010,42.8,13.8,1.1681
2.1,1115,1140,682,1746,1020,41.1,16.5,1.2701
3,1259,1295,600,1990,1280,38.7,20.3,1.3743
2.8,1241,1271,606,1971,1287,35.8,24.1,1.3924
2.5,1156,1144,651,1832,1216,33.1,28.3,1.4121
1.4,1055,922,784,1634,990,30.1,33.9,1.4257
1.7,1144,1014,712,1744,1146,29,36.6,1.4431
1.8,1169,1084,655,1831,1273,28.5,38.4,1.468
2.4,1195,1156,621,1897,1346,27.8,39.9,1.4682
